11,Isaiah Joe,SG,3-Jun,165,25,Oklahoma City Thunder,4,Arkansas,2020 Rnd 2 Pick 19,United States
77,A.J. Johnson,G,5-Jun,160,19,Milwaukee Bucks,0,Illawarra (Australia),2024 Rnd 1 Pick 23,United States
2,Cameron Johnson,G,8-Jun,210,28,Brooklyn Nets,5,North Carolina,2019 Rnd 1 Pick 11,United States
1,Jalen Johnson,PF,8-Jun,219,22,Atlanta Hawks,3,Duke,2021 Rnd 1 Pick 20,United States
16,James Johnson,F,7-Jun,240,37,Indiana Pacers,15,Wake Forest,2009 Rnd 1 Pick 16,United States
0,Keldon Johnson,SF,5-Jun,220,25,San Antonio Spurs,5,Kentucky,2019 Rnd 1 Pick 29,United States
45,Keon Johnson,PG,5-Jun,185,22,Brooklyn Nets,3,Tennessee,2021 Rnd 1 Pick 21,United States
16,Keshad Johnson,SF,7-Jun,225,24,Miami Heat,0,Arizona,"2024 NBA Draft, Undrafted",United States
15,Nikola Jokic,C,11-Jun,284,29,Denver Nuggets,9,KK Mega Bemax (Serbia),2014 Rnd 2 Pick 11,Serbia
20,Colby Jones,GF,6-Jun,207,22,Sacramento Kings,1,Xavier,2023 Rnd 2 Pick 4,United States
55,Derrick Jones,SF,6-Jun,210,27,Los Angeles Clippers,8,UNLV,"2016 NBA Draft, Undrafted",United States
3,Dillon Jones,PG,5-Jun,235,22,Oklahoma City Thunder,0,Weber State,2024 Rnd 1 Pick 26,United States
2,Herb Jones,SF,7-Jun,206,26,New Orleans Pelicans,3,Alabama,2021 Rnd 2 Pick 5,United States
17,Isaac Jones,C,9-Jun,245,24,Sacramento Kings,0,Washington State,"2024 NBA Draft, Undrafted",United States
23,Kai Jones,PF,11-Jun,221,23,Los Angeles Clippers,3,Texas,2021 Rnd 1 Pick 19,Bahamas
15,Mason Jones,G,4-Jun,200,26,Sacramento Kings,3,Arkansas,"2020 NBA Draft, Undrafted",United States
21,Spencer Jones,SF,7-Jun,225,24,Denver Nuggets,0,Stanford,"2024 NBA Draft, Undrafted",United States
33,Tre Jones,PG,1-Jun,185,24,San Antonio Spurs,4,Duke,2020 Rnd 2 Pick 11,United States
21,Tyus Jones,PG,1-Jun,196,28,Phoenix Suns,9,Duke,2015 Rnd 1 Pick 24,United States
6,DeAndre Jordan,C,11-Jun,265,36,Denver Nuggets,16,Texas A&M,2008 Rnd 2 Pick 5,United States
10,Cory Joseph,PG,2-Jun,200,33,Orlando Magic,13,Texas,2011 Rnd 1 Pick 29,Canada
5,Nikola Jovic,F,10-Jun,205,21,Miami Heat,2,KK Mega Bemax (Serbia),2022 Rnd 1 Pick 27,Serbia
33,Johnny Juzang,SG,5-Jun,209,23,Utah Jazz,2,UCLA,"2022 NBA Draft, Undrafted",United States
17,Yuki Kawamura,G,8-May,159,23,Memphis Grizzlies,0,,"2023 NBA Draft, Undrafted",Japan
10,Luke Kennard,SG,5-Jun,206,28,Memphis Grizzlies,7,Duke,2017 Rnd 1 Pick 12,United States
24,Walker Kessler,C,Jul-00,245,23,Utah Jazz,2,Auburn,2022 Rnd 1 Pick 22,United States
24,Corey Kispert,SF,6-Jun,224,25,Washington Wizards,3,Gonzaga,2021 Rnd 1 Pick 15,United States
42,Maxi Kleber,PF,10-Jun,240,32,Dallas Mavericks,7,s.Oliver Baskets (Germany),"2014 NBA Draft, Undrafted",Germany
34,Bobi Klintman,F,9-Jun,225,21,Detroit Pistons,0,Cairns (Australia),2024 Rnd 2 Pick 7,Sweden
4,Dalton Knecht,F,6-Jun,215,23,Los Angeles Lakers,0,Tennessee,2024 Rnd 1 Pick 17,United States
13,Tyler Kolek,G,3-Jun,195,23,New York Knicks,0,Marquette,2024 Rnd 2 Pick 4,United States
10,Christian Koloko,C,Jul-00,230,24,Los Angeles Lakers,2,Arizona,2022 Rnd 2 Pick 3,Cameroon
46,John Konchar,G,5-Jun,210,28,Memphis Grizzlies,5,Fort Wayne,"2019 NBA Draft, Undrafted",United States
40,Luke Kornet,F,1-Jul,250,29,Boston Celtics,7,Vanderbilt,"2017 NBA Draft, Undrafted",United States
27,Vit Krejci,PG,8-Jun,195,24,Atlanta Hawks,3,Zaragoza U18 (Spain),2020 Rnd 2 Pick 7,Czech Republic
0,Jonathan Kuminga,F,7-Jun,225,22,Golden State Warriors,3,NBA G League Ignite,2021 Rnd 1 Pick 7,Democratic Republic of the Congo
33,Kyle Kuzma,F,9-Jun,221,29,Washington Wizards,7,Utah,2017 Rnd 1 Pick 27,United States
2,Jock Landale,C,11-Jun,255,28,Houston Rockets,3,Saint Mary's,"2018 NBA Draft, Undrafted",Australia
3,Jake LaRavia,F,7-Jun,235,22,Memphis Grizzlies,2,Wake Forest,2022 Rnd 1 Pick 19,United States
9,Pelle Larsson,SG,5-Jun,215,23,Miami Heat,0,Arizona,2024 Rnd 2 Pick 14,Sweden
8,Zach LaVine,SG,5-Jun,200,29,Chicago Bulls,10,UCLA,2014 Rnd 1 Pick 13,United States
10,Damion Lee,G,6-Jun,210,32,Phoenix Suns,7,Louisville,"2016 NBA Draft, Undrafted",United States
25,Alex Len,C,Jul-00,250,31,Sacramento Kings,11,Maryland,2013 Rnd 1 Pick 5,Ukraine
2,Kawhi Leonard,F,7-Jun,225,33,Los Angeles Clippers,13,San Diego State,2011 Rnd 1 Pick 15,United States
3,Caris LeVert,G,6-Jun,205,30,Cleveland Cavaliers,8,Michigan,2016 Rnd 1 Pick 20,United States
21,Maxwell Lewis,SF,7-Jun,195,22,Los Angeles Lakers,1,Pepperdine,2023 Rnd 2 Pick 10,United States
32,E.J. Liddell,PF,6-Jun,240,23,Chicago Bulls,2,Ohio State,2022 Rnd 2 Pick 11,United States
0,Damian Lillard,G,2-Jun,195,34,Milwaukee Bucks,12,Weber State,2012 Rnd 1 Pick 6,United States
2,Dereck Lively II,C,1-Jul,230,20,Dallas Mavericks,1,Duke,2023 Rnd 1 Pick 12,United States
7,Chris Livingston,F,6-Jun,220,21,Milwaukee Bucks,1,Kentucky,2023 Rnd 2 Pick 28,United States
5,Kevon Looney,PF,9-Jun,222,28,Golden State Warriors,9,UCLA,2015 Rnd 1 Pick 30,United States
11,Brook Lopez,C,1-Jul,282,36,Milwaukee Bucks,16,Stanford,2008 Rnd 1 Pick 10,United States
42,Kevin Love,FC,8-Jun,251,36,Miami Heat,16,UCLA,2008 Rnd 1 Pick 5,United States
7,Kyle Lowry,PG,Jun-00,196,38,Philadelphia Sixers,18,Villanova,2006 Rnd 1 Pick 24,United States
3,Seth Lundy,GF,4-Jun,220,25,Atlanta Hawks,1,Penn State,2023 Rnd 2 Pick 16,United States
41,Trey Lyles,SF,9-Jun,234,28,Sacramento Kings,9,Kentucky,2015 Rnd 1 Pick 12,CanadaUnited States
54,Sandro Mamukelashvili,F,9-Jun,240,25,San Antonio Spurs,3,Seton Hall,2021 Rnd 2 Pick 24,Georgia
14,Terance Mann,SG,5-Jun,215,28,Los Angeles Clippers,5,Florida State,2019 Rnd 2 Pick 18,United States
23,Tre Mann,PG,3-Jun,178,23,Charlotte Hornets,3,Florida,2021 Rnd 1 Pick 18,United States
23,Lauri Markkanen,SF,Jul-00,240,27,Utah Jazz,7,Arizona,2017 Rnd 1 Pick 7,Finland
13,Naji Marshall,SF,6-Jun,220,26,Dallas Mavericks,4,Xavier,"2020 NBA Draft, Undrafted",United States
16,Caleb Martin,F,5-Jun,205,29,Philadelphia Sixers,5,Nevada,"2019 NBA Draft, Undrafted",United States
11,Cody Martin,F,6-Jun,205,29,Charlotte Hornets,5,Nevada,2019 Rnd 2 Pick 6,United States
16,Jaylen Martin,F,6-Jun,216,21,Brooklyn Nets,1,Overtime Elite (Georgia),"2023 NBA Draft, Undrafted",United States
1,K.J. Martin,F,6-Jun,215,23,Philadelphia Sixers,4,IMG Academy (Florida),2020 Rnd 2 Pick 22,United States
13,Tyrese Martin,GF,6-Jun,215,25,Brooklyn Nets,1,UConn,2022 Rnd 2 Pick 21,United States
24,Garrison Mathews,SG,6-Jun,215,27,Atlanta Hawks,5,Lipscomb,"2019 NBA Draft, Undrafted",United States
0,Bennedict Mathurin,GF,5-Jun,210,22,Indiana Pacers,2,Arizona,2022 Rnd 1 Pick 6,CanadaHaiti
17,Karlo Matkovic,PF,10-Jun,231,23,New Orleans Pelicans,0,KK Mega Bemax (Serbia),2022 Rnd 2 Pick 22,Bosnia and HerzegovinaCroatia
0,Tyrese Maxey,PG,2-Jun,200,23,Philadelphia Sixers,4,Kentucky,2020 Rnd 1 Pick 21,United States
2,Miles McBride,G,1-Jun,195,24,New York Knicks,3,West Virginia,2021 Rnd 2 Pick 6,United States
20,Jared McCain,G,3-Jun,195,20,Philadelphia Sixers,0,Duke,2024 Rnd 1 Pick 16,United States
8,Mac McClung,PG,2-Jun,185,25,Orlando Magic,2,Texas Tech,"2021 NBA Draft, Undrafted",United States
3,C.J. McCollum,G,3-Jun,190,33,New Orleans Pelicans,11,Lehigh,2013 Rnd 1 Pick 10,United States
9,T.J. McConnell,G,1-Jun,190,32,Indiana Pacers,9,Arizona,"2015 NBA Draft, Undrafted",United States
9,"Kevin McCullar, Jr.",PG,6-Jun,210,24,New York Knicks,0,Kansas,2024 Rnd 2 Pick 26,United States
3,Jaden McDaniels,F,9-Jun,185,24,Minnesota Timberwolves,4,Washington,2020 Rnd 1 Pick 28,United States
7,Doug McDermott,F,6-Jun,225,32,Sacramento Kings,10,Creighton,2014 Rnd 1 Pick 11,United States
11,Bryce McGowens,GF,6-Jun,175,21,Portland Trail Blazers,2,Nebraska,2022 Rnd 2 Pick 10,United States
3,Jordan McLaughlin,G,Jun-00,185,28,Sacramento Kings,5,USC,"2018 NBA Draft, Undrafted",United States
58,Jack McVeigh,F,8-Jun,215,29,Houston Rockets,0,Adelaide (Australia),"2019 NBA Draft, Undrafted",Australia
8,De'Anthony Melton,SG,3-Jun,200,26,Golden State Warriors,6,USC,2018 Rnd 2 Pick 16,United States
5,Sam Merrill,G,4-Jun,205,28,Cleveland Cavaliers,4,Utah State,2020 Rnd 2 Pick 30,United States
22,Vasilije Micic,PG,3-Jun,188,30,Charlotte Hornets,1,KK Mega Bemax (Serbia),2014 Rnd 2 Pick 22,Serbia
22,Khris Middleton,SF,7-Jun,222,33,Milwaukee Bucks,12,Texas A&M,2012 Rnd 2 Pick 9,United States
24,Brandon Miller,F,7-Jun,200,21,Charlotte Hornets,1,Alabama,2023 Rnd 1 Pick 2,United States
11,Jordan Miller,G,5-Jun,194,25,Los Angeles Clippers,1,Miami (FL),2023 Rnd 2 Pick 18,United States
33,Leonard Miller,F,10-Jun,210,20,Minnesota Timberwolves,1,NBA G League Ignite,2023 Rnd 2 Pick 3,Canada
8,Patty Mills,G,2-Jun,180,36,Utah Jazz,15,Saint Mary's,2009 Rnd 2 Pick 25,Australia
7,Shake Milton,SG,5-Jun,205,28,Brooklyn Nets,6,Southern Methodist,2018 Rnd 2 Pick 24,United States
10,Justin Minaya,F,5-Jun,205,25,Portland Trail Blazers,2,Providence,"2022 NBA Draft, Undrafted",United StatesDominican Republic
27,Riley Minix,SF,7-Jun,230,24,San Antonio Spurs,0,Morehead State,"2024 NBA Draft, Undrafted",United States
8,Josh Minott,F,8-Jun,205,21,Minnesota Timberwolves,2,Memphis,2022 Rnd 2 Pick 15,United States
21,Yves Missi,C,11-Jun,235,20,New Orleans Pelicans,0,Baylor,2024 Rnd 1 Pick 21,Cameroon
25,Ajay Mitchell,PG,5-Jun,190,23,Oklahoma City Thunder,0,UC Santa Barbara,2024 Rnd 2 Pick 8,Belgium
45,Davion Mitchell,PG,Jun-00,202,26,Toronto Raptors,3,Baylor,2021 Rnd 1 Pick 9,United States
45,Donovan Mitchell,SG,3-Jun,215,28,Cleveland Cavaliers,7,Louisville,2017 Rnd 1 Pick 13,United States
4,Evan Mobley,PF,11-Jun,215,23,Cleveland Cavaliers,3,USC,2021 Rnd 1 Pick 3,United States
2,Jonathan Mogbo,F,9-Jun,225,22,Toronto Raptors,0,San Francisco,2024 Rnd 2 Pick 1,United States
0,Malik Monk,SG,3-Jun,200,26,Sacramento Kings,7,Kentucky,2017 Rnd 1 Pick 11,United States
4,Moses Moody,SG,5-Jun,211,22,Golden State Warriors,3,Arkansas,2021 Rnd 1 Pick 14,United States
14,"Wendell Moore, Jr.",SF,5-Jun,215,23,Detroit Pistons,2,Duke,2022 Rnd 1 Pick 26,United States
76,Taze Moore,SF,5-Jun,195,26,Portland Trail Blazers,1,Houston,"2022 NBA Draft, Undrafted",United States
12,Ja Morant,G,2-Jun,174,25,Memphis Grizzlies,5,Murray State,2019 Rnd 1 Pick 2,United States
88,Markieff Morris,PF,9-Jun,245,35,Dallas Mavericks,13,Kansas,2011 Rnd 1 Pick 13,United States
23,Monte Morris,G,2-Jun,183,29,Phoenix Suns,7,Iowa State,2017 Rnd 2 Pick 21,United StatesNigeria
25,Trey Murphy III,G,8-Jun,206,24,New Orleans Pelicans,3,Virginia,2021 Rnd 1 Pick 17,United States
5,Dejounte Murray,SG,4-Jun,180,28,New Orleans Pelicans,8,Washington,2016 Rnd 1 Pick 29,United States
27,Jamal Murray,SG,4-Jun,215,27,Denver Nuggets,8,Kentucky,2016 Rnd 1 Pick 7,Canada
13,Keegan Murray,F,8-Jun,225,24,Sacramento Kings,2,Iowa,2022 Rnd 1 Pick 4,United States
24,Kris Murray,F,8-Jun,210,24,Portland Trail Blazers,1,Iowa,2023 Rnd 1 Pick 23,United States
19,Svi Mykhailiuk,SF,7-Jun,205,27,Utah Jazz,6,Kansas,2018 Rnd 2 Pick 17,Ukraine
22,"Larry Nance, Jr.",SF,8-Jun,245,31,Atlanta Hawks,9,Wyoming,2015 Rnd 1 Pick 27,United States
2,Andrew Nembhard,PG,4-Jun,191,24,Indiana Pacers,2,Gonzaga,2022 Rnd 2 Pick 1,Canada
23,Aaron Nesmith,F,6-Jun,215,25,Indiana Pacers,4,Vanderbilt,2020 Rnd 1 Pick 14,United States
4,Tristen Newton,SG,5-Jun,190,24,Indiana Pacers,0,UConn,2024 Rnd 2 Pick 19,United States
20,Georges Niang,F,7-Jun,230,31,Cleveland Cavaliers,8,Iowa State,2016 Rnd 2 Pick 20,United States
1,Daishen Nix,GF,3-Jun,226,22,Minnesota Timberwolves,3,NBA G League Ignite,"2021 NBA Draft, Undrafted",United States
22,Zeke Nnaji,PF,9-Jun,240,23,Denver Nuggets,4,Arizona,2020 Rnd 1 Pick 22,United States
20,Jusuf Nurkic,FC,Jul-00,290,30,Phoenix Suns,10,Cedevita (Croatia),2014 Rnd 1 Pick 16,Bosnia and Herzegovina
0,Royce O'Neale,SF,6-Jun,226,31,Phoenix Suns,7,Baylor,"2015 NBA Draft, Undrafted",United States
2,Josh Okogie,SG,4-Jun,213,26,Phoenix Suns,6,Georgia Tech,2018 Rnd 1 Pick 20,NigeriaUnited States
17,Onyeka Okongwu,PF,10-Jun,240,23,Atlanta Hawks,4,USC,2020 Rnd 1 Pick 6,United States
35,Isaac Okoro,SG,5-Jun,225,23,Cleveland Cavaliers,4,Auburn,2020 Rnd 1 Pick 5,United States
41,Quincy Olivari,G,3-Jun,200,23,Los Angeles Lakers,0,Xavier,"2024 NBA Draft, Undrafted",United States
41,Kelly Olynyk,C,11-Jun,240,33,Toronto Raptors,11,Gonzaga,2013 Rnd 1 Pick 13,Canada
9,"Kelly Oubre, Jr.",SF,8-Jun,203,28,Philadelphia Sixers,9,Kansas,2015 Rnd 1 Pick 15,United States
3,Chris Paul,PG,Jun-00,175,39,San Antonio Spurs,19,Wake Forest,2005 Rnd 1 Pick 4,United States
1,Cameron Payne,G,3-Jun,183,30,New York Knicks,9,Murray State,2015 Rnd 1 Pick 14,United States
0,Gary Payton II,G,2-Jun,195,31,Golden State Warriors,8,Oregon State,"2016 NBA Draft, Undrafted",United States
13,Drew Peterson,F,9-Jun,205,24,Boston Celtics,1,USC,"2023 NBA Draft, Undrafted",United States
15,Julian Phillips,F,8-Jun,198,20,Chicago Bulls,1,Tennessee,2023 Rnd 2 Pick 5,United States
24,Jalen Pickett,F,2-Jun,202,25,Denver Nuggets,1,Penn State,2023 Rnd 2 Pick 2,United States
1,"Scotty Pippen, Jr.",G,1-Jun,170,23,Memphis Grizzlies,2,Vanderbilt,"2022 NBA Draft, Undrafted",United States
22,Mason Plumlee,PF,10-Jun,254,34,Phoenix Suns,11,Duke,2013 Rnd 1 Pick 22,United States
2,Brandin Podziemski,G,4-Jun,205,21,Golden State Warriors,1,Santa Clara,2023 Rnd 1 Pick 19,United States
19,Jakob Poeltl,C,Jul-00,260,29,Toronto Raptors,8,Utah,2016 Rnd 1 Pick 9,Austria
13,Jordan Poole,SG,4-Jun,194,25,Washington Wizards,5,Michigan,2019 Rnd 1 Pick 28,United States
9,"Craig Porter, Jr.",G,1-Jun,180,24,Cleveland Cavaliers,1,Wichita State,"2023 NBA Draft, Undrafted",United States
77,"Kevin Porter, Jr.",SF,4-Jun,203,24,Los Angeles Clippers,4,USC,2019 Rnd 1 Pick 30,United States
1,"Michael Porter, Jr.",PF,10-Jun,218,26,Denver Nuggets,6,Missouri,2018 Rnd 1 Pick 14,United States
9,Bobby Portis,PF,10-Jun,250,29,Milwaukee Bucks,9,Arkansas,2015 Rnd 1 Pick 22,United States
8,Kristaps Porzingis,FC,2-Jul,240,29,Boston Celtics,9,Real Betis Baloncesto (Spain),2015 Rnd 1 Pick 4,Latvia
21,Quinten Post,C,Jul-00,238,25,Golden State Warriors,0,Boston College,2024 Rnd 2 Pick 22,Netherlands
25,Micah Potter,C,9-Jun,248,26,Utah Jazz,3,Wisconsin,"2021 NBA Draft, Undrafted",United States
7,Dwight Powell,PF,10-Jun,240,33,Dallas Mavericks,10,Stanford,2014 Rnd 2 Pick 15,Canada
24,Norman Powell,SG,4-Jun,215,31,Los Angeles Clippers,9,UCLA,2015 Rnd 2 Pick 16,United States
10,Jason Preston,G,3-Jun,181,25,Utah Jazz,3,Ohio,2021 Rnd 2 Pick 3,United States
12,Taurean Prince,F,6-Jun,218,30,Milwaukee Bucks,8,Baylor,2016 Rnd 1 Pick 12,United States
11,Payton Pritchard,PG,1-Jun,195,26,Boston Celtics,4,Oregon,2020 Rnd 1 Pick 26,United States
8,Olivier-Maxence Prosper,F,7-Jun,230,22,Dallas Mavericks,1,Marquette,2023 Rnd 1 Pick 24,Canada
12,Trevelin Queen,G,5-Jun,190,27,Orlando Magic,3,New Mexico State,"2020 NBA Draft, Undrafted",United States
88,Neemias Queta,C,Jul-00,248,25,Boston Celtics,3,Utah State,2021 Rnd 2 Pick 9,Portugal
5,Immanuel Quickley,PG,2-Jun,190,25,Toronto Raptors,4,Kentucky,2020 Rnd 1 Pick 25,United States
25,Lester Quinones,SG,4-Jun,208,23,Philadelphia Sixers,2,Memphis,"2022 NBA Draft, Undrafted",United StatesDominican Republic
30,Julius Randle,PF,9-Jun,250,29,Minnesota Timberwolves,10,Kentucky,2014 Rnd 1 Pick 7,United States
26,Duop Reath,C,9-Jun,245,28,Portland Trail Blazers,1,LSU,"2018 NBA Draft, Undrafted",Australia
15,Austin Reaves,PG,5-Jun,197,26,Los Angeles Lakers,3,Oklahoma,"2021 NBA Draft, Undrafted",United States
5,Cam Reddish,G,7-Jun,217,25,Los Angeles Lakers,5,Duke,2019 Rnd 1 Pick 10,United States
7,"Paul Reed, Jr.",F,9-Jun,210,25,Detroit Pistons,4,DePaul,2020 Rnd 2 Pick 28,United States
15,Alex Reese,FC,9-Jun,245,25,Oklahoma City Thunder,0,Alabama,"2021 NBA Draft, Undrafted",United States
12,Antonio Reeves,GF,5-Jun,205,23,New Orleans Pelicans,0,Kentucky,2024 Rnd 2 Pick 17,United States
11,Naz Reid,C,9-Jun,264,25,Minnesota Timberwolves,5,LSU,"2019 NBA Draft, Undrafted",United States
8,Jared Rhoden,SG,5-Jun,210,25,Charlotte Hornets,2,Seton Hall,"2022 NBA Draft, Undrafted",United States
4,Nick Richards,C,Jul-00,245,26,Charlotte Hornets,4,Kentucky,2020 Rnd 2 Pick 12,Jamaica
0,Josh Richardson,G,5-Jun,200,31,Miami Heat,9,Tennessee,2015 Rnd 2 Pick 10,United States
10,Zaccharie Risacher,F,8-Jun,200,19,Atlanta Hawks,0,JL Bourg-en-Bresse (France),2024 Rnd 1 Pick 1,SpainFrance
15,Liam Robbins,C,Jul-00,250,25,Milwaukee Bucks,0,Vanderbilt,"2023 NBA Draft, Undrafted",United States
55,Duncan Robinson,F,7-Jun,215,30,Miami Heat,6,Michigan,"2018 NBA Draft, Undrafted",United States
23,Mitchell Robinson,C,Jul-00,240,26,New York Knicks,6,,2018 Rnd 2 Pick 6,United States
77,Orlando Robinson,PF,10-Jun,235,24,Sacramento Kings,2,Fresno State,"2022 NBA Draft, Undrafted",United States
50,Jeremiah Robinson-Earl,PF,8-Jun,240,23,New Orleans Pelicans,3,Villanova,2021 Rnd 2 Pick 2,United States
8,David Roddy,F,4-Jun,255,23,Atlanta Hawks,2,Colorado State,2022 Rnd 1 Pick 23,United States
13,Ryan Rollins,G,3-Jun,180,22,Milwaukee Bucks,2,Toledo,2022 Rnd 2 Pick 14,United States
2,Terry Rozier,G,1-Jun,190,30,Miami Heat,9,Louisville,2015 Rnd 1 Pick 16,United States
21,Rayan Rupert,G,6-Jun,185,20,Portland Trail Blazers,1,New Zealand (New Zealand),2023 Rnd 2 Pick 13,France
1,D'Angelo Russell,SG,3-Jun,193,28,Los Angeles Lakers,9,Ohio State,2015 Rnd 1 Pick 2,United States
11,Domantas Sabonis,PF,10-Jun,240,28,Sacramento Kings,8,Gonzaga,2016 Rnd 1 Pick 11,United StatesLithuania
31,Tidjane Salaun,F,8-Jun,207,19,Charlotte Hornets,0,Cholet Basket (France),2024 Rnd 1 Pick 6,France
21,Adama Sanogo,PF,9-Jun,245,23,Chicago Bulls,1,UConn,"2023 NBA Draft, Undrafted",Mali
15,Gui Santos,GF,6-Jun,185,22,Golden State Warriors,1,Minas (Brazil),2022 Rnd 2 Pick 25,BrazilPortugal
9,Dario Saric,SF,10-Jun,225,30,Denver Nuggets,8,KK Cibona (Croatia),2014 Rnd 1 Pick 12,Croatia
20,Alex Sarr,FC,Jul-00,205,19,Washington Wizards,0,Perth (Australia),2024 Rnd 1 Pick 2,France
25,Marcus Sasser,G,2-Jun,195,24,Detroit Pistons,1,Houston,2023 Rnd 1 Pick 25,United States
55,Baylor Scheierman,PG,6-Jun,205,24,Boston Celtics,0,Creighton,2024 Rnd 1 Pick 30,United States
17,Dennis Schroder,PG,1-Jun,175,31,Brooklyn Nets,11,Basketball Lowen Braunschweig (Germany),2013 Rnd 1 Pick 17,Germany
28,Alperen Sengun,C,11-Jun,243,22,Houston Rockets,3,Besiktas Icrypex (Turkey),2021 Rnd 1 Pick 16,Turkey
28,Brice Sensabaugh,F,5-Jun,235,20,Utah Jazz,1,Ohio State,2023 Rnd 1 Pick 28,United States
2,Collin Sexton,PG,3-Jun,190,25,Utah Jazz,6,Alabama,2018 Rnd 1 Pick 8,United States
0,"Terrence Shannon, Jr.",F,6-Jun,215,24,Minnesota Timberwolves,0,Illinois,2024 Rnd 1 Pick 27,United States
20,Day'Ron Sharpe,PF,9-Jun,265,22,Brooklyn Nets,3,North Carolina,2021 Rnd 1 Pick 29,United States
17,Shaedon Sharpe,F,5-Jun,205,21,Portland Trail Blazers,2,Kentucky,2022 Rnd 1 Pick 7,Canada
23,Jamal Shead,G,1-Jun,200,22,Toronto Raptors,0,Houston,2024 Rnd 2 Pick 15,United States
26,Ben Sheppard,G,6-Jun,190,23,Indiana Pacers,1,Belmont,2023 Rnd 1 Pick 26,United States
15,Reed Sheppard,G,2-Jun,185,20,Houston Rockets,0,Kentucky,2024 Rnd 1 Pick 3,United States
43,Pascal Siakam,F,8-Jun,245,30,Indiana Pacers,8,New Mexico State,2016 Rnd 1 Pick 27,Cameroon
10,Ben Simmons,PF,10-Jun,240,28,Brooklyn Nets,8,LSU,2016 Rnd 1 Pick 1,Australia
1,Anfernee Simons,SG,3-Jun,193,25,Portland Trail Blazers,6,IMG Academy (Florida),2018 Rnd 1 Pick 24,United States
25,K.J. Simpson,G,Jun-00,189,23,Charlotte Hornets,0,Colorado,2024 Rnd 2 Pick 12,United States
20,Jericho Sims,C,10-Jun,250,26,New York Knicks,3,Texas,2021 Rnd 2 Pick 28,United States
36,Marcus Smart,PG,3-Jun,220,30,Memphis Grizzlies,10,Oklahoma State,2014 Rnd 1 Pick 6,United States
12,Dru Smith,SG,2-Jun,203,26,Miami Heat,2,Missouri,"2021 NBA Draft, Undrafted",United States
7,Jalen Smith,C,9-Jun,215,24,Chicago Bulls,4,Maryland,2020 Rnd 1 Pick 10,United States
10,"Jabari Smith, Jr.",F,10-Jun,220,21,Houston Rockets,2,Auburn,2022 Rnd 1 Pick 3,United States
8,"Nick Smith, Jr.",G,2-Jun,185,20,Charlotte Hornets,1,Arkansas,2023 Rnd 1 Pick 27,United States
21,Tyler Smith,F,9-Jun,224,19,Milwaukee Bucks,0,NBA G League Ignite,2024 Rnd 2 Pick 3,United States
10,Jeremy Sochan,SG,8-Jun,230,21,San Antonio Spurs,2,Baylor,2022 Rnd 1 Pick 9,United StatesPoland
24,Cam Spencer,SG,4-Jun,205,25,Memphis Grizzlies,0,UConn,2024 Rnd 2 Pick 23,United States
61,Pat Spencer,G,3-Jun,205,28,Golden State Warriors,1,Northwestern,"2020 NBA Draft, Undrafted",United StatesCape Verde
44,Jaden Springer,SG,4-Jun,202,22,Boston Celtics,3,Tennessee,2021 Rnd 1 Pick 28,United States
0,D.J. Steward,PG,2-Jun,162,23,Chicago Bulls,0,Duke,"2021 NBA Draft, Undrafted",United States
28,Isaiah Stewart II,C,8-Jun,250,23,Detroit Pistons,4,Washington,2020 Rnd 1 Pick 16,United States
3,Julian Strawther,GF,6-Jun,205,22,Denver Nuggets,1,Gonzaga,2023 Rnd 1 Pick 29,United StatesPuerto Rico
1,Max Strus,G,5-Jun,215,28,Cleveland Cavaliers,5,DePaul,"2019 NBA Draft, Undrafted",United States
4,Jalen Suggs,SG,5-Jun,205,23,Orlando Magic,3,Gonzaga,2021 Rnd 1 Pick 5,United States
21,Cole Swider,F,8-Jun,220,25,Detroit Pistons,2,Syracuse,"2022 NBA Draft, Undrafted",United States
8,Jae'sean Tate,F,4-Jun,230,28,Houston Rockets,4,Ohio State,"2018 NBA Draft, Undrafted",United States
0,Jayson Tatum,SF,8-Jun,210,26,Boston Celtics,7,Duke,2017 Rnd 1 Pick 3,United States
14,Garrett Temple,G,5-Jun,195,38,Toronto Raptors,14,LSU,"2009 NBA Draft, Undrafted",United States
25,Dalen Terry,PG,7-Jun,195,22,Chicago Bulls,2,Arizona,2022 Rnd 1 Pick 18,United States
10,Daniel Theis,C,8-Jun,245,32,New Orleans Pelicans,7,Ratiopharm Ulm (Germany),"2013 NBA Draft, Undrafted",Germany
24,Cam Thomas,PG,3-Jun,210,23,Brooklyn Nets,3,LSU,2021 Rnd 1 Pick 27,United States
1,Amen Thompson,G,7-Jun,200,21,Houston Rockets,1,Overtime Elite (Georgia),2023 Rnd 1 Pick 4,United States
9,Ausar Thompson,G,6-Jun,205,21,Detroit Pistons,1,Overtime Elite (Georgia),2023 Rnd 1 Pick 5,United States
31,Klay Thompson,G,5-Jun,220,34,Dallas Mavericks,13,Washington State,2011 Rnd 1 Pick 11,United States
13,Tristan Thompson,F,9-Jun,254,33,Cleveland Cavaliers,13,Texas,2011 Rnd 1 Pick 4,Canada
15,J.T. Thor,PF,9-Jun,203,22,Cleveland Cavaliers,3,Auburn,2021 Rnd 2 Pick 7,United StatesSouth Sudan
4,Matisse Thybulle,SF,5-Jun,201,27,Portland Trail Blazers,5,Washington,2019 Rnd 1 Pick 20,United StatesAustralia
